;date;energy_reserves;minerals_reserves;food_reserves;consumer_goods_reserves;alloys_reserves;volatile_motes_reserves;exotic_gases_reserves;rare_crystals_reserves;living_metal_reserves;zro_reserves;dark_matter_reserves;nanites_reserves;minor_artifacts_reserves;unity_reserves;energy_income;minerals_income;food_income;consumer_goods_income;alloys_income;volatile_motes_income;exotic_gases_income;rare_crystals_income;living_metal_income;zro_income;dark_matter_income;nanites_income;minor_artifacts_income;unity_income;physics_research_income;society_research_income;engineering_research_income
1484;2323.09.03;73765.3492;292.87198;54821.77285;30193.78485;28664.54582;6049.74675;1109.67935;50.7284;0;0.0;1206.4;200;1836.2;47203.46745;1233.86988;206.82879;301.88938;-36.03514;702.36786;1.78921;8.8802;8.1968;0;0.0;6.4;0;18.7;1318.20758;1356.1422;1262.01712;1244.92395
1485;2323.10.03;75003.64264;491.20077;55165.16223;30157.24071;29373.88468;6051.53596;1118.52355;58.9252;0;0.0;1212.8;200;1854.9;48521.08741;1238.29344;198.32879;343.38938;-36.54414;709.33886;1.78921;8.8442;8.1968;0;0.0;6.4;0;18.7;1317.61996;1355.9502;1261.82512;1244.73195
1486;2323.11.03;76241.94517;419.52956;55508.55161;30120.69657;30083.25594;6053.32517;1127.36775;67.122;0;0.0;1219.2;200;1873.6;49838.94626;1238.30253;198.32879;343.38938;-36.54414;709.37126;1.78921;8.8442;8.1968;0;0.0;6.4;0;18.7;1317.85885;1355.9502;1261.82512;1244.73195
1487;2323.12.03;77490.97738;618.57235;55837.32499;30084.63993;30792.6164;6055.11438;1136.20475;75.3188;0;0.0;1225.6;200;1892.3;51151.47034;1249.03221;199.04279;328.77338;-36.05664;709.36046;1.78921;8.837;8.1968;0;0.0;6.4;0;18.7;1312.52408;1374.4462;1279.52112;1262.42795
1488;2324.01.03;78736.26714;816.56514;56182.42537;30046.37079;31503.87686;6056.90359;1145.04175;83.5292;0;0.0;1232.0;200;1911.0;52450.54565;1245.28976;197.99279;345.10038;-38.26914;711.26046;1.78921;8.837;8.2104;0;0.0;6.4;0;18.7;1299.07531;1403.0382;1308.11312;1289.81995
1489;2324.02.03;79860.79883;1003.06593;56525.72575;30008.60715;32223.18732;6058.6808;1153.87875;96.2996;0;0.0;1238.4;200;1929.7;53730.29382;1199.53169;186.50079;343.30038;-37.76364;719.31046;1.77721;8.837;12.7704;0;0.0;6.4;0;18.7;1287.24817;1402.3582;1306.43312;1288.73995
1490;2324.03.03;81048.38844;458.72172;56892.36513;29995.07051;32954.02278;6063.64201;1163.12975;109.306;0;0.0;1244.8;200;1948.4;55034.7476;1187.58961;175.65579;366.63938;-13.53664;730.83546;4.96121;9.251;13.0064;0;0.0;6.4;0;18.7;1304.45378;1409.1742;1313.24912;1295.55595
1491;2324.04.03;82219.22813;628.33323;57258.47695;29984.23668;33184.34873;6068.62897;1172.38099;22.31529;0;0.0;1251.2;200;1967.1;56351.61538;1170.83969;169.61151;366.11182;-10.83383;730.32595;4.98696;9.25124;13.00929;0;0.0;6.4;0;18.7;1316.86778;1408.66041;1312.75539;1295.03888
1492;2324.05.03;83366.24196;775.34809;57624.62117;29969.91545;26140.48286;6071.81593;1179.00723;14.17428;0;0.0;1257.6;200;1985.8;57673.37616;1147.01383;147.01486;366.14422;-14.32123;747.13413;3.18696;9.25124;13.01649;0;0.0;6.4;0;18.7;1321.76078;1408.59561;1312.69059;1294.97408
1493;2324.06.03;84506.63368;896.46426;57990.76539;29951.65672;26902.75899;6073.20289;1188.25847;27.80677;0;0.0;1264.0;200;2000.0;59010.29006;1140.39172;121.11617;366.14422;-18.25873;762.27613;1.38696;9.25124;13.63249;0;0.0;6.4;0;18.7;1336.9139;1417.21961;1321.31459;1303.59808
1494;2324.07.03;85642.54407;1029.04043;58356.00961;29930.5603;27662.96719;6074.58985;1197.50971;41.51406;0;0.0;1270.4;200;1518.7;60351.19732;1135.91039;132.57617;365.24422;-21.09642;760.2082;1.38696;9.25124;13.70729;0;0.0;6.4;0;18.7;1340.90726;1418.22761;1322.32259;1304.60608
1495;2324.08.03;86776.45026;1161.6166;58721.25383;29909.46388;28423.17539;6075.97681;1206.76095;55.22135;0;0.0;1276.8;200;1537.4;61692.34346;1133.90619;132.57617;365.24422;-21.09642;760.2082;1.38696;9.25124;13.70729;0;0.0;6.4;0;18.7;1341.14614;1418.22761;1322.32259;1304.60608
1496;2324.09.03;87924.81525;1296.86847;59087.17845;29888.80846;29184.7044;6077.42137;1216.06619;68.96464;0;0.0;1283.2;200;1556.1;63032.28398;1148.36499;135.25187;365.92462;-20.65542;761.52901;1.44456;9.30524;13.74329;0;0.0;6.4;0;18.7;1339.94052;1416.48521;1320.48299;1302.86368
1497;2324.10.03;89078.877;1439.67251;59453.10307;29867.07304;29945.36541;6078.86593;1225.33943;82.67593;0;0.0;1289.6;200;1574.8;1439.90228;1154.06175;142.80404;365.92462;-21.73542;760.66101;1.44456;9.27324;13.71129;0;0.0;6.4;0;18.7;1375.3159;1415.76521;1319.76299;1302.14368
1498;2324.11.03;90231.83699;771.47655;59818.12769;29841.25362;30705.66642;6080.29849;1234.60067;96.38722;0;0.0;1296.0;200;1593.5;2813.78042;1152.95999;141.80404;365.02462;-25.81942;760.30101;1.43256;9.26124;13.71129;0;0.0;6.4;0;18.7;1373.87814;1431.53321;1334.13099;1316.51168
1499;2324.12.03;91372.19197;194.07459;60180.45231;29812.0752;31473.11743;6085.60305;1153.82591;110.09851;0;0.0;1302.4;200;1612.2;4196.28018;1140.35498;142.59804;362.32462;-29.17842;767.45101;5.30456;9.22524;13.71129;0;0.0;6.4;0;18.7;1382.49976;1430.06121;1332.65899;1315.03968
1500;2325.01.03;92457.44209;340.709;60545.70493;29786.99478;32241.13848;6090.97961;1163.29515;123.9538;0;0.0;1308.8;200;1630.9;5603.69723;1085.25012;146.63441;365.25262;-25.08042;768.02105;5.37656;9.46924;13.85529;0;0.0;6.4;0;18.7;1407.41705;1437.06121;1339.65899;1322.03968
1501;2325.02.03;93154.44298;555.19341;60906.85755;29758.36436;33009.15953;6096.35617;1172.76439;137.80909;0;0.0;1315.2;200;1649.6;7018.69375;1051.81697;164.48441;361.15262;-28.63042;768.02105;5.37656;9.46924;13.85529;0;0.0;6.4;0;18.7;1414.99652;1440.90121;1343.49899;1325.87968
1502;2325.03.03;93846.80104;231.05327;61268.38448;29733.88613;33778.39482;6101.74401;1182.25055;61.6812;0;0.0;1321.6;200;1668.3;8419.45992;1061.75371;165.85986;361.52693;-24.47823;769.23529;5.38784;9.48616;13.87211;0;0.0;6.4;0;18.7;1400.76617;1460.2062;1361.44848;1343.78138
1503;2325.04.03;94958.04309;397.71113;61629.91141;29709.4079;34547.63011;6107.13185;1191.73671;75.55331;0;0.0;1328.0;200;1687.0;9821.47408;1111.24205;166.65786;361.52693;-24.47823;769.23529;5.38784;9.48616;13.87211;0;0.0;6.4;0;18.7;1402.01416;1460.2062;1361.44848;1343.78138
1504;2325.05.03;96110.34696;556.71899;62004.84834;29689.79367;35316.8294;6112.51969;1201.22287;89.43542;0;0.0;1334.4;200;1705.7;11229.42494;1152.30387;159.00786;374.93693;-19.61423;769.19929;5.38784;9.48616;13.88211;0;0.0;6.4;0;18.7;1407.95086;1459.5822;1360.82448;1343.15738
1505;2325.06.03;96260.58824;277.07685;62379.78527;29670.55744;36086.34069;6117.87153;1210.69703;103.32953;0;0.0;1340.8;200;1724.4;12636.67195;1150.24128;170.35786;374.93693;-19.23623;769.51129;5.35184;9.47416;13.89411;0;0.0;6.4;0;18.7;1407.24701;1459.4382;1360.68048;1343.01338
1506;2325.07.03;97412.79145;451.00971;62753.8222;29658.31921;36855.33598;6123.22337;1220.15119;117.20364;0;0.0;1347.2;200;1743.1;14043.17356;1152.20321;173.93286;374.03693;-12.23823;768.99529;5.35184;9.45416;13.87411;0;0.0;6.4;0;18.7;1406.50161;1465.7182;1366.56048;1348.89338
1507;2325.08.03;98574.69296;625.26174;63131.09913;29649.63098;37628.09127;6128.81521;1232.70935;131.25775;0;0.0;1353.6;200;1761.8;15436.98517;1161.90151;174.25203;377.27693;-8.68823;772.75529;5.59184;12.55816;14.05411;0;0.0;6.4;0;18.7;1393.81161;1478.5802;1378.21748;1360.95538
1508;2325.09.03;99732.9031;432.86377;63506.57606;29651.02675;38400.10856;6134.40705;1245.23151;145.31186;0;0.0;1360.0;200;1780.5;16828.90981;1158.21014;167.60203;375.47693;1.39577;772.01729;5.59184;12.52216;14.05411;0;0.0;6.4;0;18.7;1391.92464;1476.3722;1376.00948;1358.74738
1509;2325.10.03;100872.33996;600.83946;63880.98099;29648.02652;38668.16789;6139.99889;1256.84167;59.35397;0;0.0;1366.4;200;1799.2;18221.00432;1139.43686;167.97569;374.40493;-3.00023;768.05933;5.59184;11.61016;14.04211;0;0.0;6.4;0;18.7;1392.09451;1493.7642;1392.60148;1375.33938
1510;2325.11.03;102010.28017;784.01109;64255.38592;29645.02629;39436.22722;6145.59073;1268.45183;73.39968;0;0.0;1372.8;200;1817.9;19612.8082;1137.94021;183.17163;374.40493;-3.00023;768.05933;5.59184;11.61016;14.04571;0;0.0;6.4;0;18.7;1391.80388;1493.1242;1391.96148;1374.69938
1511;2325.12.03;103153.78668;964.65309;64629.79085;29642.02606;38999.93336;6144.43257;1280.06199;74.18539;0;0.0;1379.2;200;1836.6;21005.08984;1143.50651;180.642;374.40493;-3.00023;767.15614;5.59184;11.61016;14.04571;0;0.0;6.4;0;18.7;1392.28164;1493.1242;1391.96148;1374.69938
1512;2326.01.03;104289.75367;632.38909;65003.07978;29630.67083;39767.87954;6150.02441;1291.66015;87.3475;0;0.0;1385.6;200;1855.3;22409.35685;1135.96699;207.736;373.28893;-11.35523;767.94618;5.59184;11.59816;13.16211;0;0.0;6.4;0;18.7;1404.26701;1511.7522;1409.78948;1392.52738
1513;2326.02.03;105418.96309;390.12509;65376.36871;29617.6836;40535.00972;6155.61625;1303.25831;100.51321;0;0.0;1392.0;200;1874.0;23811.11058;1129.20942;207.736;373.28893;-12.98723;767.13018;5.59184;11.59816;13.16571;0;0.0;6.4;0;18.7;1401.75373;1498.0242;1396.06148;1378.79938
1514;2326.03.03;106566.72894;598.18774;65749.93601;29604.6747;41302.18618;6161.20505;1314.86631;113.70221;0;0.0;1398.4;200;1892.7;25212.08169;1147.76585;208.06265;373.5673;-13.0089;767.17646;5.5888;11.608;13.189;0;0.0;6.4;0;18.7;1400.97111;1497.5428;1395.64875;1378.3147
1515;2326.04.03;107717.39288;269.84039;66121.70331;29590.9938;42077.00668;6121.79385;1326.47431;126.89121;0;0.0;1404.8;200;1911.4;26612.62414;1150.66394;211.65265;371.7673;-13.6809;774.8205;5.5888;11.608;13.189;0;0.0;6.4;0;18.7;1400.54245;1496.1028;1394.20875;1376.8747
1516;2326.05.03;108870.48959;481.49304;66493.47061;29577.3129;42851.82718;6127.38265;1338.08231;140.08021;0;0.0;1411.2;200;1930.1;28013.33723;1153.09671;211.65265;371.7673;-13.6809;774.8205;5.5888;11.608;13.189;0;0.0;6.4;0;18.7;1400.71309;1496.1028;1394.20875;1376.8747
1517;2326.06.03;110018.03656;669.27539;66859.04991;29548.789;43623.37174;6132.76745;1349.05831;152.95321;0;0.0;1417.6;200;1948.8;29367.47913;1147.54697;187.78235;365.5793;-28.5239;771.54456;5.3848;10.976;12.873;0;0.0;6.4;0;18.7;1354.1419;1484.5188;1381.82475;1364.4907
1518;2326.07.03;111170.20137;324.18774;67222.67921;29531.5841;44401.2783;6138.15225;1315.05431;165.86621;0;0.0;1424.0;200;1967.5;30706.93571;1152.16481;194.91235;363.6293;-17.2049;777.90656;5.3848;10.996;12.913;0;0.0;6.4;0;18.7;1339.45658;1496.5748;1393.88075;1376.5467
1519;2326.08.03;112318.92783;519.10009;67585.40851;29514.1202;45178.46894;6143.53705;1326.02631;178.77921;0;0.0;1430.4;200;1986.2;32047.40812;1148.72646;194.91235;362.7293;-17.4639;777.19064;5.3848;10.972;12.913;0;0.0;6.4;0;18.7;1340.47241;1496.5748;1393.88075;1376.5467
1520;2326.09.03;113452.47428;354.01244;67947.20981;29497.9473;45956.45962;6148.92185;1337.03031;191.74421;0;0.0;1436.8;200;2000.0;33388.85924;1133.54645;194.91235;361.8013;-16.1729;777.99068;5.3848;11.004;12.965;0;0.0;6.4;0;18.7;1341.45112;1496.8148;1394.12075;1376.7867
1521;2326.10.03;114478.57587;572.80479;68309.32911;29481.6584;46734.95634;6154.30665;1348.05831;204.70921;0;0.0;1443.2;200;1518.7;34720.68347;1126.10159;218.79235;362.1193;-16.2889;778.49672;5.3848;11.028;12.965;0;0.0;6.4;0;18.7;1341.82423;1496.8148;1394.12075;1376.7867
1522;2326.11.03;115602.19415;838.67314;68669.64841;29465.1375;35326.29714;6154.66645;1338.44931;184.42671;0;0.0;1449.6;200;1537.4;36062.91571;1123.61828;265.86835;360.3193;-16.5209;834.3408;4.4848;11.016;12.965;0;0.0;6.4;0;18.7;1342.23224;1498.8068;1396.11275;1378.7787
1523;2326.12.03;116722.04405;564.19149;69029.60771;29444.5566;1657.45794;6147.52625;1246.34031;103.69421;0;0.0;1456.0;200;1556.1;37409.28783;1119.8499;265.51835;359.9593;-20.5809;834.1608;4.4848;11.016;12.965;0;0.0;6.4;0;18.7;1346.37212;1494.5668;1391.87275;1374.5387
1524;2327.01.03;117676.34769;773.16584;69388.66701;29431.4737;2496.58282;6152.01105;1212.32631;116.58721;0;0.0;1462.4;200;1574.8;38754.52157;1121.11554;248.97435;359.0593;-13.0829;839.12488;4.4848;10.986;12.893;0;0.0;6.4;0;18.7;1345.23374;1494.1828;1391.48875;1374.1547
1525;2327.02.03;118798.79308;690.65019;69747.72631;29395.4813;3333.15174;6156.49585;1222.41231;129.48021;0;0.0;1468.8;200;1593.5;40117.09331;1122.44539;242.48435;359.0593;-35.9924;836.56892;4.4848;10.086;12.893;0;0.0;6.4;0;18.7;1362.57174;1465.3828;1363.48875;1346.1547
1526;2327.03.03;119929.24073;934.83622;70107.15764;29363.20406;4170.00376;6160.99195;1232.52604;142.39841;0;0.0;1475.2;200;1612.2;41481.28281;1130.44765;244.18603;359.43133;-32.27724;836.85202;4.4961;10.11373;12.9182;0;0.0;6.4;0;18.7;1364.1895;1472.81238;1370.56213;1353.18102
1527;2327.04.03;121058.58844;1179.00034;70465.68897;29330.71432;5006.71586;6165.48805;1242.63977;155.31661;0;0.0;1481.6;200;1630.9;42844.71934;1129.34771;244.16412;358.53133;-32.48974;836.7121;4.4961;10.11373;12.9182;0;0.0;6.4;0;18.7;1363.43653;1471.73238;1369.48213;1352.10102
1528;2327.05.03;119063.34689;3397.63164;70824.2203;29305.06658;5838.34596;6169.98415;1117.7495;168.25481;0;0.0;1488.0;200;1649.6;44213.28579;1127.84465;278.6313;358.53133;-25.64774;831.6301;4.4961;10.10973;12.9382;0;0.0;6.4;0;18.7;1368.56645;1504.10038;1401.85013;1384.46902
1529;2327.06.03;120201.52759;3497.09644;71182.78403;29279.44344;6670.48414;6174.50425;1127.94323;181.20021;0;0.0;1494.4;200;1668.3;45583.68333;1138.1807;279.4648;358.56373;-25.62314;832.13818;4.5201;10.19373;12.9454;0;0.0;6.4;0;18.7;1370.39754;1503.41158;1401.16133;1383.78022
1530;2327.07.03;121340.40458;2786.65107;71541.34776;29253.8203;7502.4824;6179.02435;1093.13696;194.14201;0;0.0;1500.8;200;1687.0;46953.70548;1138.87699;279.55463;358.56373;-25.62314;831.99826;4.5201;10.19373;12.9418;0;0.0;6.4;0;18.7;1370.02215;1503.41158;1401.16133;1383.78022
1531;2327.08.03;122485.11751;2525.3057;71898.18349;29220.12516;8333.57766;6183.54445;1101.44669;207.07541;0;0.0;1507.2;200;1705.7;48331.65448;1144.71293;278.65463;356.83573;-33.69514;831.09526;4.5201;8.30973;12.9334;0;0.0;6.4;0;18.7;1377.949;1521.85158;1418.60133;1401.22022
1532;2327.09.03;123627.69618;2849.86633;72252.16922;29187.93102;7914.43496;6188.06455;1109.80642;219.98881;0;0.0;1513.6;200;1724.4;49707.8052;1142.57867;324.56063;353.98573;-32.19414;830.8573;4.5201;8.35973;12.9134;0;0.0;6.4;0;18.7;1376.15072;1521.41958;1418.16933;1400.78822
1533;2327.10.03;124783.74293;3174.42696;72606.15495;29155.61688;8745.23226;6192.58465;1118.16615;232.90221;0;0.0;1520.0;200;1743.1;51082.82283;1156.04675;324.56063;353.98573;-32.31414;830.7973;4.5201;8.35973;12.9134;0;0.0;6.4;0;18.7;1375.01763;1520.21958;1416.96933;1399.58822
1534;2327.11.03;125957.61881;3498.08759;72960.14068;29119.57774;8765.16136;6188.47975;1089.58118;244.25561;0;0.0;1526.4;200;1761.8;52463.98181;1173.87588;323.66063;353.98573;-36.03914;830.7541;4.5201;8.35253;12.9134;0;0.0;6.4;0;18.7;1381.15898;1520.21958;1416.96933;1399.58822
1535;2327.12.03;127133.47388;3833.30822;73313.12641;29083.3011;5945.91546;6192.96385;1097.90971;257.16901;0;0.0;1532.8;200;1780.5;53843.85454;1175.85507;335.22063;352.98573;-36.27664;830.7541;4.4841;8.32853;12.9134;0;0.0;6.4;0;18.7;1379.87273;1519.76358;1416.51333;1399.13222
1536;2328.01.03;128334.99155;4164.29932;73664.11214;29046.54946;6776.66956;6197.44795;1106.23824;270.03441;0;0.0;1539.2;200;1800.3;55223.62487;1201.51767;330.9911;350.98573;-36.75164;830.7541;4.4841;8.32853;12.8654;0;0.0;6.4;0;19.8;1379.77033;1525.19158;1418.34133;1402.36022
1537;2328.02.03;129534.50048;4482.10672;74015.09787;29004.36582;6608.61566;6201.93205;1112.75957;82.89981;0;0.0;1545.6;200;1820.1;56593.4512;1199.50893;317.8074;350.98573;-42.18364;831.9461;4.4841;6.52133;12.8654;0;0.0;6.4;0;19.8;1369.82633;1508.74838;1401.09813;1385.11702
1538;2328.03.03;130000.0;4800.62328;74366.5227;28960.33002;7440.67726;6206.42743;1119.30501;95.78842;0;0.0;1552.0;200;1839.9;57963.89176;1203.21144;318.51656;351.42483;-44.0358;832.0616;4.49538;6.54544;12.88861;0;0.0;6.4;0;19.8;1370.44056;1516.34297;1408.33722;1392.30833
1539;2328.04.03;111761.49209;5118.03984;74717.94753;28913.00672;7771.9797;6211.02281;1125.85045;1008.67703;0;0.0;1558.4;200;1859.7;59343.46171;1196.49209;317.41656;351.42483;-47.3233;831.30244;4.59538;6.54544;12.88861;0;0.0;6.4;0;19.8;1379.56995;1519.74297;1412.13722;1396.10833
1540;2328.05.03;112952.99251;5436.9824;75069.69036;28873.55842;8600.3882;6215.61819;1132.34389;1021.53564;0;0.0;1564.8;200;1879.5;60723.05626;1191.50042;318.94256;351.74283;-39.4483;828.4085;4.59538;6.49344;12.85861;0;0.0;6.4;0;19.8;1379.59455;1519.74297;1412.13722;1396.10833
1541;2328.06.03;114143.74477;5754.77513;75421.36839;28833.71422;9428.7967;6220.21357;1138.83733;1034.40425;0;0.0;1571.2;200;1899.3;62099.52478;1190.75226;317.79273;351.67803;-39.8442;828.4085;4.59538;6.49344;12.86861;0;0.0;6.4;0;19.8;1376.46852;1521.47257;1413.86682;1397.83793
1542;2328.07.03;115334.581;4466.95569;75772.11122;28793.79092;10257.2052;6224.80895;1100.33077;1047.27286;0;0.0;1577.6;200;1919.1;63475.35692;1190.83623;332.18056;350.74283;-39.9233;828.4085;4.59538;6.49344;12.86861;0;0.0;6.4;0;19.8;1375.83214;1521.34297;1413.73722;1397.70833
1543;2328.08.03;116524.05881;4808.45825;76121.95405;28752.11012;11091.3737;6229.38033;1106.74421;1060.10147;0;0.0;1584.0;200;1938.9;64851.01163;1189.47781;341.50256;349.84283;-41.6808;834.1685;4.57138;6.41344;12.82861;0;0.0;6.4;0;19.8;1375.65471;1520.91097;1413.30522;1397.27633
1544;2328.09.03;117713.80546;5158.63641;76473.01488;28710.30932;11925.4822;6233.95171;1113.15765;1072.93008;0;0.0;1590.4;200;1958.7;66226.76411;1189.74665;350.17816;351.06083;-41.8008;834.1085;4.57138;6.41344;12.82861;0;0.0;6.4;0;19.8;1375.75248;1526.11097;1418.50522;1402.47633
1545;2328.10.03;118906.67304;5508.32277;76824.07571;28667.38852;12759.0307;6238.52309;1119.54389;1085.71869;0;0.0;1596.8;200;1978.5;67600.76716;1192.86758;349.68636;351.06083;-42.9208;833.5485;4.57138;6.38624;12.78861;0;0.0;6.4;0;19.8;1374.00305;1526.04377;1418.43802;1402.40913
1546;2328.11.03;120100.64723;4588.50913;77174.18654;28619.88522;13599.1392;6243.09447;990.94013;1098.5073;0;0.0;1603.2;200;1998.3;68980.91863;1193.97419;340.18636;350.11083;-47.5033;840.1085;4.57138;6.39624;12.78861;0;0.0;6.4;0;19.8;1380.15147;1524.84377;1417.23802;1401.20913
1547;2328.12.03;121293.90532;4478.89929;77524.29737;28572.38192;14439.2477;6247.66585;997.34357;1111.29591;0;0.0;1609.6;200;2000.0;70361.17246;1193.25809;340.39016;350.11083;-47.5033;840.1085;4.57138;6.40344;12.78861;0;0.0;6.4;0;19.8;1380.25383;1521.21497;1413.60922;1397.58033
1548;2329.01.03;121991.48465;4827.63559;77873.5082;28520.98562;15276.18226;6252.23723;1003.67501;1124.08452;0;0.0;1616.0;200;1519.8;2690.52347;1197.57933;348.7363;349.21083;-51.3963;836.93456;4.57138;6.33144;12.78861;0;0.0;6.4;0;19.8;1386.72893;1521.14297;1413.53722;1397.50833
1549;2329.02.03;121608.68092;5177.01189;78207.21503;28470.66532;16112.35608;6256.83261;1010.10605;1136.99313;0;0.0;1622.4;200;1539.6;4071.11793;1192.19627;349.3763;333.70683;-50.3203;836.17382;4.59538;6.43104;12.90861;0;0.0;6.4;0;19.8;1388.09446;1533.75097;1425.74522;1409.71633
1550;2329.03.03;122803.33921;5514.98819;78540.02186;28419.73252;16948.5083;6261.42799;1019.24149;1149.88974;0;0.0;1628.8;200;1559.4;5459.12309;1194.65829;337.9763;332.80683;-50.9328;836.15222;4.59538;9.13544;12.89661;0;0.0;6.4;0;19.8;1388.00516;1533.75097;1425.74522;1409.71633
1551;2329.04.03;124007.75371;5908.18219;78876.66226;28359.95531;17781.90898;6266.27472;1028.61397;1162.87964;0;0.0;1635.2;200;1579.2;6864.15873;1204.4145;393.194;336.6404;-59.77721;833.40068;4.84673;9.37248;12.9899;0;0.0;6.4;0;19.8;1405.03564;1530.83938;1422.87299;1407.20145
1552;2329.05.03;125216.65843;6293.64867;79213.23786;28299.8797;1806.70966;6263.69645;1009.80145;1130.53204;0;0.0;1641.6;200;1599.0;8268.79196;1208.90472;385.46648;336.5756;-60.07561;832.30068;4.84673;9.31248;12.9899;0;0.0;6.4;0;19.8;1404.63323;1530.64898;1422.68259;1407.01105
1553;2329.06.03;126439.81867;4170.77715;79549.03146;28262.96709;2642.31634;5908.54318;1019.26993;963.67794;0;0.0;1648.0;200;1618.8;9665.85379;1223.16024;397.12848;335.7936;-36.91261;835.60668;4.84673;9.46848;13.1459;0;0.0;6.4;0;19.8;1397.06183;1530.64898;1422.68259;1407.01105
1554;2329.07.03;127540.16339;878.15168;79883.82506;28224.34148;3478.16302;5688.38991;983.73841;616.83584;0;0.0;1654.4;200;1638.6;11051.19898;987.63904;397.46448;334.7936;-38.62561;835.84668;4.84673;9.46848;13.1579;0;0.0;6.4;0;19.8;1397.84519;1538.39298;1430.02659;1414.35505
1555;2329.08.03;128306.84268;570.53016;80218.61866;28210.68187;4309.9317;5513.23664;992.75489;630.82974;0;0.0;1660.8;200;1658.4;12469.31792;766.67929;412.37848;334.7936;-13.65961;831.76868;4.84673;9.01648;13.9939;0;0.0;6.4;0;19.8;1418.11894;1561.93698;1452.37059;1437.29905
1556;2329.09.03;129516.36081;399.00188;80553.41226;28197.02226;5139.84644;5518.08337;951.77137;644.82364;0;0.0;1667.2;200;1678.2;13890.50078;1209.51813;428.47172;334.7936;-13.65961;829.91474;4.84673;9.01648;13.9939;0;0.0;6.4;0;19.8;1421.18286;1561.93698;1452.37059;1437.29905
1557;2329.10.03;131262.93321;835.9641;80888.20586;28183.36265;5969.69122;5522.9301;960.78785;658.81754;0;0.0;1673.6;200;1698.0;15317.00215;1746.5724;436.96222;334.7936;-13.65961;829.84478;4.84673;9.01648;13.9939;0;0.0;6.4;0;19.8;1426.50137;1559.05698;1449.49059;1434.41905
1558;2329.11.03;133034.48524;551.92632;81220.94946;28165.24354;6796.73206;5527.77683;879.79233;672.80944;0;0.0;1680.0;200;1717.8;16753.83363;1771.55203;435.96222;332.7436;-18.11911;827.04084;4.84673;9.00448;13.9919;0;0.0;6.4;0;19.8;1436.83148;1565.29698;1455.73059;1440.65905
1559;2329.12.03;134806.08443;1004.78928;81552.79306;28137.71193;7623.63298;5532.65956;887.02081;686.80134;0;0.0;1686.4;200;1737.6;18193.75445;1771.59919;452.86296;331.8436;-27.53161;826.90092;4.88273;7.22848;13.9919;0;0.0;6.4;0;19.8;1439.92082;1605.88098;1495.71459;1480.64305
1560;2330.01.03;136610.37032;1459.03513;81883.68666;28111.57832;8450.52998;5537.50629;894.22529;700.82924;0;0.0;1692.8;200;1757.4;19636.89566;1804.28589;454.24585;330.8936;-26.13361;826.897;4.84673;7.20448;14.0279;0;0.0;6.4;0;19.8;1443.14121;1606.40898;1496.24259;1481.17105
1561;2330.02.03;138388.69275;483.44088;82213.64786;28085.21961;9271.59564;5362.35302;901.42977;534.82594;0;0.0;1699.2;200;1777.2;21079.65649;1778.32243;464.40575;329.9612;-26.35871;821.06566;4.84673;7.20448;13.9967;0;0.0;6.4;0;19.8;1442.76083;1603.13778;1492.97139;1477.89985
1562;2330.03.03;140000.0;937.09701;82544.11199;28059.03794;10113.54129;5365.99045;907.80424;548.84304;0;0.0;1705.6;200;1797.0;22522.04194;1782.09917;453.65613;330.46413;-26.18167;841.94565;3.63743;6.37447;14.0171;0;0.0;6.4;0;19.8;1442.38545;1602.5637;1492.41694;1477.3225
1563;2330.04.03;101927.70922;1368.72914;82873.67612;28029.00627;13473.02702;5367.82788;913.24271;562.86014;0;0.0;1712.0;200;1816.8;23965.04837;1780.35322;431.63213;329.56413;-30.03167;859.48573;1.83743;5.43847;14.0171;0;0.0;6.4;0;19.8;1443.00643;1623.4637;1512.91694;1497.2225
1564;2330.05.03;103696.56202;1807.22927;83212.77825;27998.8966;909.17292;5361.92531;895.29318;538.80724;0;0.0;1718.4;200;1836.6;25393.61012;1768.8528;438.50013;339.10213;-30.10967;882.1459;0.03743;4.55047;12.2171;0;0.0;6.4;0;19.8;1428.56175;1653.4937;1542.34694;1526.6525
1565;2330.06.03;105464.2585;2261.6994;83551.88038;27968.59943;1791.24886;5361.96274;899.84365;551.03434;0;0.0;1724.8;200;1856.4;26822.49349;1767.69648;454.47013;339.10213;-30.29717;882.07594;0.03743;4.55047;12.2271;0;0.0;6.4;0;19.8;1428.88337;1654.4177;1543.27094;1527.5765
1566;2330.07.03;85271.106;2716.16953;83889.98251;27934.38726;1350.98488;5361.01017;901.33412;563.26144;0;0.0;1731.2;200;1876.2;28258.80748;1758.14375;454.47013;338.10213;-34.21217;880.83602;0.03743;4.49047;12.2271;0;0.0;6.4;0;19.8;1436.31399;1654.0977;1542.95094;1527.2565
1567;2330.08.03;87028.80695;3179.5072;84228.08464;27899.38309;2231.26098;5361.0476;904.91259;575.46454;0;0.0;1737.6;200;1896.0;29694.18512;1757.70095;463.33767;338.10213;-35.00417;880.2761;0.03743;3.57847;12.2031;0;0.0;6.4;0;19.8;1435.37764;1654.1937;1543.04694;1527.3525
